,Solvent,FileHandle,NC_K,SIGMA_K,TAU,Solvation_Energy,Total_Energy,No.,SoluteName,Formula,Subset,Charge,Level1,Level2,Level3,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea,error,error_ev,error_frac
1348,chloroform,0068ani,0.0025,0.6,0.000525,0.00915000000000532,-98.794381,426,anisole,H8C7O1,[g],0,2,3,0,-6.24,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,95.456,68.582,64.505,79.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,3.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.496,-6.450999000000123,-0.2797484388551658,1.033813942307712
1349,diethylether,0068ani,0.0025,0.6,0.000525,0.014688000000006696,-98.788843,787,anisole,H8C7O1,[g],0,2,3,0,-5.71,abs,4.24,1.3526,0.0,0.41,23.96,0.0,0.0,0.1681,95.456,68.582,64.505,79.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,3.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.496,-6.048705280000155,-0.2623029176062513,1.0593179124343528
1350,octanol,0068ani,0.0025,0.6,0.000525,-0.02686599999999828,-98.830397,1633,anisole,H8C7O1,[g],0,2,3,0,-5.47,abs,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,95.456,68.582,64.505,79.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,3.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.496,-4.850470040000039,-0.21034128534258628,0.8867404095064058
1351,carbontet,0068ani,0.0025,0.6,0.000525,0.05056200000001354,-98.752969,308,anisole,H8C7O1,[g],0,2,3,0,-5.49,abs,2.228,1.4601,0.0,0.0,38.04,0.0,0.64,0.0,95.456,68.582,64.505,79.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.457,0.0,0.0,3.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.496,-6.655959720000313,-0.2886365880312365,1.212378819672188
1352,water,0403thi,0.0025,0.6,0.000525,-0.5208899999999943,-114.9956,2312,1-methylthymine,H8C6N2O2,[a],0,4,1,4,-10.4,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,92.878,51.469,54.066,28.861,0.0,7.75,8.914,0.0,28.448,39.451,6.313,0.0,46.158,0.0,0.0,29.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.255,1.6117233999998675,0.06989260190806018,-0.1549734038461411
1353,chloroform,0403thi,0.0025,0.6,0.000525,-0.1836500000000001,-114.65836,493,1-methylthymine,H8C6N2O2,[g],0,4,1,4,-9.71,abs,4.7113,1.4459,0.15,0.02,38.39,0.0,0.5625,0.0004,92.878,51.469,54.066,28.861,0.0,7.75,8.914,0.0,28.448,39.451,6.313,0.0,46.158,0.0,0.0,29.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.255,-5.475030999999999,-0.23742545533391152,0.5638548918640575
1354,dimethylsulfoxide,i103,0.0025,0.6,0.000525,-0.34657800000000094,-33.567523,2760,nitromethane,H2C1N1O2,[k],-1,13,4,0,-61.3,abs,46.826,1.417,0.0,0.88,61.78,0.0,0.0,0.7744,24.486,19.022,16.636,0.0,0.0,3.939,0.0,0.0,9.078,5.405,0.0,0.0,54.789,0.0,0.0,0.0,0.0,31.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.236,-53.307911319999974,-2.311704740676495,0.8696233494290372
1355,water,i103,0.0025,0.6,0.000525,-0.37801600000000235,-33.598961,2958,nitromethane,H2C1N1O2,[i],-1,13,4,0,-76.5,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,24.486,19.022,16.636,0.0,0.0,3.939,0.0,0.0,9.078,5.405,0.0,0.0,54.789,0.0,0.0,0.0,0.0,31.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.236,-67.78295103999994,-2.9394167840416285,0.8860516475816986
1356,water,0214tri,0.0025,0.6,0.000525,-0.14127100000000326,-72.80923,2282,"2,2,2-trifluorethylvinylether",H5C4O1F3,[a],0,9,1,0,-0.12,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,56.803,31.019,38.378,21.244,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.862,0.0,0.0,3.428,0.0,0.0,0.0,68.246,0.0,0.0,0.0,47.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.929,3.137709260000075,0.13606718386817324,-26.147577166667293
1357,water,0416dcl,0.0025,0.6,0.000525,-0.09904000000000224,-140.4013,2324,"2,2',3'-trichlorobiphenyl",H7C12CL3,[a],0,6,3,0,-1.99,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,86.349,92.831,58.453,127.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.093,0.0,0.0,0.0,65.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.273,0.29386240000005137,0.012743382480487925,-0.1476695477387193
1358,octanol,0416dcl,0.0025,0.6,0.000525,0.0038099999999872125,-140.29845,1750,"2,2',3'-trichlorobiphenyl",H7C12CL3,[g],0,6,3,0,-9.12,abs,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,86.349,92.831,58.453,127.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.093,0.0,0.0,0.0,65.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.273,-9.207858599999705,-0.39930002601906783,1.0096336184210204
1359,octanol,0438pho,0.0025,0.6,0.000525,,,1759,"diethyl2,4-dichlorophenylthiophosphate",H13C10O3P1S1CL2,[g],0,11,4,0,-10.87,abs,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,137.415,64.798,92.743,67.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.175,0.0,0.0,1.522,0.0,0.0,0.0,0.0,69.563,0.0,0.0,0.0,44.499,0.0,0.0,0.0,0.0,2.401,0.0,16.033,34.582,0.0,0.0,24.737,0.0,331.933,,,
1360,octanol-water,n199,0.0025,0.6,0.000525,-0.21521400000000313,-50.135142,2654,bromoacetamide,H4C2N1O1BR1,[h],0,9,3,0,0.71,rel,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,48.01,12.792,16.485,7.868,0.0,10.133,16.559,0.0,3.803,13.248,5.028,0.0,25.243,0.0,0.0,16.018,0.0,0.0,0.0,0.0,0.0,42.711,0.0,0.0,0.0,27.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.89,5.672834840000072,0.24600324544666402,7.989908225352215
1361,dimethylsulfoxide,i205,0.0025,0.6,0.000525,,,2776,2-nitrobenzoicacid,H4C7N1O4,[k],-1,13,4,0,-52.6,abs,46.826,1.417,0.0,0.88,61.78,0.0,0.0,0.7744,47.642,60.964,32.233,78.662,0.0,1.084,0.0,0.0,1.809,1.297,0.0,0.0,93.871,0.0,0.0,25.836,9.023,30.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.562,,,
1362,acetonitrile,i205,0.0025,0.6,0.000525,,,2688,2-nitrobenzoicacid,H4C7N1O4,[k],-1,13,4,0,-51.9,abs,35.6881,1.3442,0.07,0.32,41.25,0.0,0.0,0.1024,47.642,60.964,32.233,78.662,0.0,1.084,0.0,0.0,1.809,1.297,0.0,0.0,93.871,0.0,0.0,25.836,9.023,30.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.562,,,
1363,water,i078,0.0025,0.6,0.000525,,,2944,"1,2-ethanediol",H5C2O2,[i],-1,13,2,0,-85.3,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.008,10.263,33.548,6.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.013,9.773,0.0,8.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.284,,,
1364,isopropyltoluene,0110but,0.0025,0.6,0.000525,0.04471900000000062,-85.300569,1436,butylamine,H11C4N1,[g],0,3,1,0,-4.22,abs,2.2322,1.4909,0.0,0.19,38.34,0.36,0.0,0.0361,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-5.251220140000014,-0.22771986730268926,1.2443649620853114
1365,hexane,0110but,0.0025,0.6,0.000525,0.05411699999999087,-85.291171,1301,butylamine,H11C4N1,[g],0,3,1,0,-3.62,abs,1.8819,1.3749,0.0,0.0,25.7495,0.0,0.0,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-4.867938019999789,-0.21109878664352946,1.34473425966845
1366,anisole,0110but,0.0025,0.6,0.000525,0.01110199999999395,-85.334186,59,butylamine,H11C4N1,[g],0,3,1,0,-4.44,abs,4.2247,1.5174,0.0,0.29,50.52,0.5625,0.0,0.0841,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-4.696012119999861,-0.2036431968777043,1.057660387387356
1367,decalin,0110but,0.0025,0.6,0.000525,0.04561599999999544,-85.299672,640,butylamine,H11C4N1,[g],0,3,1,0,-3.72,abs,2.196,1.4528,0.0,0.0,43.82,0.0,0.0,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-4.771904959999895,-0.20693430008672573,1.2827701505376061
1368,tetrahydrothiophenedioxide,0110but,0.0025,0.6,0.000525,-0.0894970000000086,-85.434785,1984,butylamine,H11C4N1,[g],0,3,1,0,-4.25,abs,43.9622,1.4833,0.0,0.88,87.49,0.0,0.0,0.7744,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-2.186199179999802,-0.09480482133563756,0.514399807058777
1369,dichloroethane,0110but,0.0025,0.6,0.000525,-0.029898000000002867,-85.375186,754,butylamine,H11C4N1,[g],0,3,1,0,-4.34,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-3.650552119999934,-0.1583066834345158,0.8411410414746392
1370,heptanol,0110but,0.0025,0.6,0.000525,-0.034749000000005026,-85.380037,1054,butylamine,H11C4N1,[g],0,3,1,0,-5.4,abs,11.321,1.4249,0.37,0.48,38.5,0.0,0.0,0.2304,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-4.598688059999884,-0.1994227259323454,0.8516088999999785
1371,undecane,0110but,0.0025,0.6,0.000525,0.05100299999999436,-85.294285,2083,butylamine,H11C4N1,[g],0,3,1,0,-3.55,abs,1.991,1.4398,0.0,0.0,34.85,0.0,0.0,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-4.7261291799998695,-0.20494922723329878,1.3313039943661604
1372,perfluorobenzene,0110but,0.0025,0.6,0.000525,0.04995599999999456,-85.295332,1911,butylamine,H11C4N1,[g],0,3,1,0,-4.13,abs,2.029,1.3777,0.0,0.0,31.74,0.25,0.25,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-5.281985359999874,-0.2290540052038107,1.2789310799031173
1373,carbontet,0110but,0.0025,0.6,0.000525,0.04482299999999384,-85.300465,333,butylamine,H11C4N1,[g],0,3,1,0,-5.35,abs,2.228,1.4601,0.0,0.0,38.04,0.0,0.64,0.0,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.243,-6.383618379999858,-0.2768264692107484,1.193199697196235
1374,water,0112Nme,0.0025,0.6,0.000525,-0.11162000000000205,-105.68528,2198,N-methylpiperazine,H12C5N2,[a],0,3,1,0,-7.77,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,141.129,23.989,85.984,9.564,0.0,12.545,9.205,0.0,10.019,130.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.663,-5.196042799999953,-0.22532709453599103,0.6687313770913711
1375,water,0405hex,0.0025,0.6,0.000525,0.02844999999999942,-42.473361,2313,hexafluoroethane,C2F6,[a],0,5,1,0,3.94,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,0.0,1.579,0.0,0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.851,0.0,0.0,0.0,92.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.43,3.283943000000013,0.14240862966175255,0.8334880710659932
1376,hexadecane,0163chl,0.0025,0.6,0.000525,,,1190,chloroethane,H5C2CL1,[g],0,6,1,0,-2.29,abs,2.0402,1.4345,0.0,0.0,38.93,0.0,0.0,0.0,62.704,14.506,42.299,8.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54,0.0,0.0,0.0,24.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.749,,,
1377,octanol-water,test5016,0.0025,0.6,0.000525,-0.20278000000000418,-109.6212,2672,methylphenylsulfone,H8C7O2S1,[h],0,10,7,0,-0.68,rel,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,95.665,65.089,64.68,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.927,1.519,26.931,0.0,0.0,209.094,3.996106800000096,0.1732917085863008,-5.876627647058965
1378,octanol-water,0580Nph,0.0025,0.6,0.000525,,,2608,N-phenylpyrrole,H9C10N1,[h],0,3,3,1,-4.2,rel,9.8629,1.4295,0.37,0.48,39.01,0.0,0.0,0.2304,106.109,105.844,71.909,126.522,0.0,2.335,0.0,0.0,13.111,12.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.288,,,
1379,water,test1045,0.0025,0.6,0.000525,,,2425,"O,O-diethylS-ethylthiomethylphosphorodithioate(phorate)",H17C7O2P1S3,[c],0,11,2,0,-4.4,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,176.206,42.114,118.777,23.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.547,0.0,7.956,82.948,0.868,0.0,42.653,0.0,314.304,,,
1380,hexadecane,0123dim,0.0025,0.6,0.000525,0.05419000000000551,-104.59037,1163,"2,4-dimethylpyridine",H9C7N1,[g],0,3,3,1,-5.52,abs,2.0402,1.4345,0.0,0.0,38.93,0.0,0.0,0.0,108.451,63.026,73.18,65.917,0.0,13.134,0.0,0.0,8.782,41.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.612,-6.769621400000126,-0.2935655420641859,1.2263806884058202
1381,water,0123dim,0.0025,0.6,0.000525,-0.12382999999999811,-104.76839,2209,"2,4-dimethylpyridine",H9C7N1,[a],0,3,3,1,-4.86,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,108.451,63.026,73.18,65.917,0.0,13.134,0.0,0.0,8.782,41.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.612,-2.004480200000044,-0.08692455333911728,0.41244448559671687
1382,hexadecane,0058hep,0.0025,0.6,0.000525,0.0698900000000151,-129.45835,1108,1-heptanol,H16C7O1,[g],0,2,2,1,-5.62,abs,2.0402,1.4345,0.0,0.0,38.93,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.231663400000349,-0.3136020555073872,1.286772846975151
1383,hexane,0058hep,0.0025,0.6,0.000525,0.07594000000000278,-129.4523,1280,1-heptanol,H16C7O1,[g],0,2,2,1,-5.75,abs,1.8819,1.3749,0.0,0.0,25.7495,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.501176400000064,-0.32528952298352404,1.3045524173913154
1384,nonane,0058hep,0.0025,0.6,0.000525,0.07286000000001991,-129.45538,1512,1-heptanol,H16C7O1,[g],0,2,2,1,-5.62,abs,1.9605,1.4054,0.0,0.0,32.21,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.30015160000046,-0.316572055507392,1.2989593594306867
1385,tributylphosphate,0058hep,0.0025,0.6,0.000525,-0.02536999999998102,-129.55361,2052,1-heptanol,H16C7O1,[g],0,2,2,1,-7.98,abs,8.1781,1.4224,0.0,1.21,27.55,0.0,0.0,1.4641,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.394967800000439,-0.3206837727667146,0.9266876942356439
1386,decane,0058hep,0.0025,0.6,0.000525,0.0720500000000186,-129.45619,663,1-heptanol,H16C7O1,[g],0,2,2,1,-5.62,abs,1.9846,1.4102,0.0,0.0,33.64,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.281473000000429,-0.31576205550739067,1.2956357651246315
1387,odichlorobenzene,0058hep,0.0025,0.6,0.000525,-0.03766999999999143,-129.56591,1831,1-heptanol,H16C7O1,[g],0,2,2,1,-6.5,abs,9.9949,1.5515,0.0,0.04,52.72,0.5625,0.0625,0.0016,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-5.631329800000198,-0.24420337380746737,0.8663584307692612
1388,pentane,0058hep,0.0025,0.6,0.000525,0.0777400000000057,-129.4505,1859,1-heptanol,H16C7O1,[g],0,2,2,1,-5.62,abs,1.8371,1.3575,0.0,0.0,22.3,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.412684400000131,-0.32145205550737777,1.3189829893238667
1389,chlorobenzene,0058hep,0.0025,0.6,0.000525,-0.002369999999984884,-129.53061,375,1-heptanol,H16C7O1,[g],0,2,2,1,-6.78,abs,5.6968,1.5241,0.0,0.07,47.48,0.734449,0.020449,0.0049,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-6.725347800000349,-0.2916456114484106,0.9919392035398744
1390,bromobenzene,0058hep,0.0025,0.6,0.000525,0.00119000000000824,-129.52705,164,1-heptanol,H16C7O1,[g],0,2,2,1,-6.68,abs,5.3954,1.5597,0.0,0.09,50.72,0.734449,0.020449,0.0081,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-6.70744140000019,-0.29086909800521205,1.0041079940120046
1391,octane,0058hep,0.0025,0.6,0.000525,0.07363000000000852,-129.45461,1552,1-heptanol,H16C7O1,[g],0,2,2,1,-5.56,abs,1.9406,1.3974,0.0,0.0,30.4273,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.257907800000196,-0.3147401474414656,1.3053791007194597
1392,bromoform,0058hep,0.0025,0.6,0.000525,0.01723000000001207,-129.51101,195,1-heptanol,H16C7O1,[g],0,2,2,1,-7.1,abs,4.2488,1.6005,0.15,0.06,64.58,0.0,0.5625,0.0036,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.497323800000278,-0.3251224544666209,1.0559610985915886
1393,dodecane,0058hep,0.0025,0.6,0.000525,0.07121000000000777,-129.45703,891,1-heptanol,H16C7O1,[g],0,2,2,1,-5.41,abs,2.006,1.4216,0.0,0.0,35.85,0.0,0.0,0.0,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-7.052102600000179,-0.30581537727667735,1.3035309796673158
1394,dichloroethane,0058hep,0.0025,0.6,0.000525,-0.038439999999980046,-129.56668,736,1-heptanol,H16C7O1,[g],0,2,2,1,-6.79,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.66,-5.903573600000461,-0.2560092627927346,0.8694511929308484
